1.38	1.86	chewbite
4.16	5.12	chewbite
7.48	7.96	chewbite
8.6	9.08	chew
9.9	10.38	chewbite
10.92	11.44	chew
11.94	12.44	chewbite
16.56	17.1	bite
18.32	19.26	chewbite
19.8	21.12	chewbite
24.18	24.66	bite
25.38	26.12	chewbite
26.84	27.84	chewbite
29.1	30.58	chewbite
31.32	32.22	chew
32.24	32.74	bite
32.92	34.26	chewbite
34.4	34.88	bite
35.22	35.74	chewbite
35.9	36.38	bite
36.62	37.1	bite
37.64	39.12	chewbite
39.68	40.3	bite
40.42	40.9	bite
42.18	43.66	chewbite
44.88	45.6	bite
45.76	46.28	bite
46.66	47.14	bite
47.58	48.18	bite
48.2	48.72	chewbite
49.08	50.42	bite
50.62	51.1	bite
51.32	52.68	chewbite
52.92	53.62	chewbite
53.68	54.16	chewbite
54.44	54.92	bite
54.98	55.74	chewbite
56.08	56.88	bite
56.92	57.56	bite
57.6	58.6	chewbite
58.9	59.76	bite
59.78	60.86	chewbite
61.14	61.62	chewbite
61.76	62.24	chew
62.76	64.24	chewbite
64.68	65.16	bite
65.48	65.96	chewbite
66.4	67.34	chewbite
67.46	68.8	chewbite
68.82	69.68	chewbite
69.86	71.02	chewbite
71.14	71.76	bite
71.96	72.44	chewbite
73.14	74.52	chewbite
74.54	75.02	bite
75.06	75.86	chewbite
75.94	76.42	chewbite
76.52	77.98	bite
78.06	78.7	chewbite
79.74	81.22	chewbite
82.22	82.7	chewbite
83.02	83.56	bite
83.6	84.08	chewbite
84.28	84.82	chewbite
85.18	86.44	chewbite
86.48	87.82	chewbite
87.92	88.4	bite
88.58	89.84	chewbite
89.92	90.7	chewbite
90.94	91.52	bite
91.58	92.28	chewbite
92.5	92.98	bite
94.0	95.48	bite
95.96	96.44	bite
96.68	97.28	bite
97.42	97.96	bite
98.08	98.56	bite
98.86	99.52	chewbite
99.76	100.48	bite
100.52	101.1	bite
101.14	102.4	bite
102.66	103.14	bite
103.18	103.66	bite
103.72	104.66	chewbite
104.98	105.46	bite
105.48	106.1	chewbite
106.4	106.92	chewbite
107.4	107.88	chewbite
108.12	108.6	bite
108.78	109.98	chewbite
110.42	110.94	bite
111.18	111.66	bite
111.7	112.4	chewbite
112.6	113.08	bite
113.1	113.9	chewbite
114.0	115.2	chewbite
115.26	115.8	bite
116.0	116.48	chew
116.5	116.98	chewbite
117.2	117.68	bite
117.96	118.48	chewbite
118.72	119.2	bite
119.3	119.78	bite
119.86	120.74	chewbite
120.8	121.28	chewbite
121.54	122.12	bite
122.26	122.74	chewbite
122.92	123.4	bite
123.92	125.4	bite
125.88	127.14	bite
127.2	127.68	bite
127.7	128.38	chewbite
128.68	129.22	bite
129.32	129.82	chewbite
130.16	130.72	bite
131.12	132.6	bite
133.06	133.56	chewbite
133.6	134.08	bite
134.34	135.6	chewbite
135.78	137.14	bite
137.22	137.7	chewbite
138.0	138.64	bite
138.74	139.9	bite
139.92	141.22	chewbite
141.48	141.96	chew
142.08	143.22	bite
143.88	145.36	bite
145.82	146.3	bite
146.48	147.94	bite
148.58	149.62	chewbite
149.9	150.4	chewbite
150.6	151.08	bite
151.28	151.88	bite
151.96	152.82	bite
152.94	153.54	bite
153.62	154.92	chewbite
155.24	155.86	bite
155.98	156.46	bite
156.5	157.1	chewbite
157.14	158.16	chewbite
158.2	158.68	bite
158.9	160.06	bite
160.24	161.72	chewbite
162.04	162.52	chew
163.8	165.28	chewbite
165.66	166.14	bite
166.2	166.74	chew
166.78	167.26	bite
167.46	167.94	bite
168.12	168.6	bite
169.46	170.94	bite
171.68	173.06	bite
173.16	173.84	bite
173.94	174.48	bite
174.68	175.16	bite
175.38	175.92	chewbite
176.18	176.66	bite
176.68	177.38	chewbite
177.66	178.28	bite
178.38	179.86	chewbite
179.96	180.44	bite
180.66	181.14	bite
181.38	181.86	bite
182.12	182.6	bite
182.88	183.44	bite
183.48	183.96	chewbite
184.22	185.26	bite
185.54	186.02	bite
186.24	187.72	bite
187.96	188.44	bite
188.68	189.16	bite
189.5	190.2	chewbite
190.46	190.94	bite
191.12	191.6	chewbite
191.8	192.3	chewbite
192.36	193.08	chewbite
193.12	193.6	bite
193.82	194.42	bite
194.48	194.96	bite
195.12	196.38	bite
196.5	197.18	chewbite
197.28	197.92	bite
198.02	198.66	chewbite
198.86	199.4	bite
199.52	200.14	bite
200.22	200.7	chewbite
200.8	202.22	bite
203.0	204.48	chewbite
205.3	205.88	bite
205.98	206.46	chewbite
206.68	207.16	bite
207.4	207.88	bite
208.02	208.5	bite
208.74	209.22	bite
209.52	210.82	chewbite
211.12	211.6	bite
211.74	212.22	bite
212.38	213.64	chewbite
214.02	214.5	bite
214.84	215.38	bite
215.78	217.26	chewbite
217.66	218.14	bite
218.36	218.84	bite
219.04	220.28	chewbite
220.38	220.88	bite
221.22	221.76	bite
221.86	222.42	chewbite
222.52	223.12	bite
223.2	223.68	bite
224.02	224.5	chewbite
224.54	225.76	bite
225.82	227.14	chewbite
227.36	227.84	bite
228.02	228.5	bite
228.9	230.38	chewbite
230.8	231.28	chew
232.18	233.48	chewbite
233.58	234.2	bite
234.36	234.98	bite
235.5	236.08	bite
236.12	236.6	bite
236.66	237.9	chewbite
238.12	238.66	bite
238.76	239.44	chewbite
239.76	241.12	chewbite
241.14	241.84	chewbite
242.14	243.38	bite
243.42	243.9	bite
244.16	244.8	bite
244.88	245.42	chewbite
245.5	246.26	chewbite
246.3	246.78	bite
247.02	247.66	bite
247.78	248.44	chewbite
248.56	249.04	bite
249.28	249.76	chewbite
249.9	250.72	chewbite
251.08	251.56	bite
251.74	252.24	bite
252.28	253.1	chewbite
253.2	253.92	chewbite
254.04	254.64	chewbite
254.88	255.56	chewbite
255.7	256.3	bite
256.42	257.68	chewbite
257.86	258.34	bite
258.56	259.04	bite
259.26	260.2	bite
260.3	261.5	bite
261.7	262.38	chewbite
262.56	263.04	bite
263.22	263.8	chewbite
264.14	265.62	chewbite
265.92	266.4	bite
266.62	267.1	chewbite
267.68	269.16	chewbite
269.56	270.24	chewbite
270.3	270.8	bite
271.1	271.62	bite
271.82	272.44	bite
272.56	273.1	bite
273.18	273.66	bite
273.92	274.56	bite
274.72	276.2	bite
276.52	277.06	chewbite
277.2	278.2	chewbite
278.3	278.94	bite
279.04	279.68	bite
279.92	280.4	bite
280.66	281.3	bite
281.52	282.0	bite
282.14	282.62	bite
282.84	283.38	chewbite
283.62	284.1	bite
284.3	284.78	bite
285.1	285.7	chewbite
285.78	286.4	chewbite
286.7	288.0	chewbite
288.06	288.54	bite
289.14	290.62	chewbite
291.04	291.52	bite
292.3	293.78	chewbite
294.74	296.22	bite
296.26	297.08	chewbite
297.18	297.66	bite
297.72	299.06	chewbite
299.12	299.6	bite
299.76	300.62	chewbite
301.02	302.5	bite
303.1	303.58	chewbite
303.62	304.14	chewbite
304.54	305.02	bite
305.26	305.74	bite
306.08	306.56	bite
306.86	307.34	bite
307.46	308.06	chewbite
308.2	309.0	chewbite
309.1	309.62	chewbite
309.7	310.64	chewbite
310.66	311.26	bite
311.38	312.02	bite
312.1	312.58	chewbite
312.86	313.58	bite
313.72	314.22	chewbite
314.46	315.02	chewbite
315.14	316.04	chewbite
316.24	316.76	chewbite
317.08	317.66	chewbite
317.76	318.34	chewbite
318.64	319.32	chewbite
319.4	320.72	chewbite
321.02	321.54	bite
321.82	322.3	bite
322.54	323.02	chewbite
323.3	323.78	bite
324.04	324.52	bite
324.56	325.18	bite
325.46	326.76	chewbite
327.08	327.64	chewbite
327.66	328.14	chewbite
328.22	328.7	bite
329.04	329.52	bite
329.86	330.34	bite
330.58	331.08	bite
331.42	331.9	bite
332.24	332.72	bite
333.02	333.5	bite
333.78	334.32	chewbite
334.6	335.08	bite
335.3	335.78	bite
336.02	336.7	bite
336.8	338.16	bite
338.44	338.92	bite
339.2	339.68	bite
339.98	340.46	bite
340.76	341.24	bite
341.58	343.06	chewbite
343.32	343.8	bite
343.84	344.46	chewbite
344.72	345.2	bite
345.46	345.94	bite
345.96	346.56	chewbite
346.86	348.08	bite
348.38	349.02	chewbite
349.14	349.78	bite
349.88	350.4	chewbite
350.68	351.28	bite
351.34	351.82	bite
351.88	352.36	chew
352.4	352.9	bite
353.0	353.48	bite
353.74	355.18	chewbite
355.28	355.98	chewbite
356.04	356.52	bite
356.68	357.2	bite
357.26	357.74	bite
357.92	359.4	chewbite
359.58	360.84	chewbite
361.04	361.52	chewbite
361.7	362.92	chewbite
363.12	363.78	chewbite
363.84	364.32	chew
364.62	365.1	bite
365.38	365.92	chewbite
366.5	367.72	chewbite
368.0	368.48	bite
368.64	369.94	bite
370.1	370.58	bite
370.78	371.28	bite
371.58	372.18	bite
372.48	373.06	bite
373.18	373.68	chewbite
374.12	374.62	bite
374.84	375.32	bite
375.72	376.82	bite
377.1	377.58	bite
377.74	378.22	bite
378.4	379.14	chewbite
379.22	379.84	bite
380.06	380.54	chewbite
381.06	381.54	bite
382.0	382.62	bite
382.64	383.84	bite
384.08	384.78	chewbite
384.88	385.36	bite
385.62	386.1	bite
386.4	387.6	bite
387.8	388.28	bite
388.56	389.04	bite
389.2	389.68	bite
389.92	390.66	bite
390.8	391.3	chewbite
391.6	392.08	chewbite
392.34	392.82	bite
393.06	393.62	bite
393.72	394.3	bite
394.42	395.9	chewbite
396.32	397.8	bite
398.34	398.96	bite
399.06	399.54	bite
399.86	401.1	chewbite
401.48	401.96	bite
402.28	403.06	bite
403.3	404.44	chewbite
404.64	405.12	bite
405.34	405.82	chewbite
406.06	407.54	chewbite
407.72	408.2	bite
408.48	408.96	chewbite
409.08	409.98	chewbite
410.04	411.28	chewbite
411.5	411.98	bite
412.28	412.78	bite
413.02	414.28	bite
414.4	414.94	chewbite
415.24	415.76	bite
415.84	416.6	chewbite
416.82	417.3	bite
417.58	418.06	chewbite
418.24	418.72	bite
418.88	419.88	chewbite
420.0	420.5	chewbite
420.6	421.16	chewbite
421.2	421.96	chewbite
422.06	423.38	chewbite
423.48	423.96	bite
424.3	424.8	bite
424.82	425.38	bite
425.66	427.02	chewbite
427.08	427.56	bite
427.84	428.36	bite
428.62	430.1	bite
430.24	430.76	chewbite
430.82	431.7	chewbite
431.96	432.44	bite
432.76	434.22	chewbite
434.48	434.96	bite
435.48	436.96	bite
437.42	437.9	chewbite
438.16	438.64	chewbite
439.0	439.56	chewbite
439.66	440.4	chewbite
440.44	441.04	chewbite
441.28	442.52	bite
442.78	443.32	chewbite
443.54	444.02	bite
444.14	445.62	chewbite
445.92	446.4	bite
446.68	447.26	bite
447.34	447.98	bite
448.04	448.56	chewbite
448.86	449.34	bite
449.6	450.08	chewbite
450.26	450.78	bite
451.08	451.56	chewbite
451.8	452.28	bite
452.56	453.06	bite
453.74	454.3	bite
454.42	454.92	bite
455.24	455.86	bite
455.96	456.54	bite
456.64	457.94	chewbite
458.02	458.58	bite
459.0	460.48	chewbite
460.92	461.4	bite
461.68	462.32	bite
462.46	463.84	chewbite
464.76	465.24	bite
465.5	465.98	bite
466.18	466.66	chewbite
466.86	467.6	bite
467.66	468.14	bite
468.16	468.86	chewbite
468.9	469.62	chewbite
469.92	470.44	bite
470.56	471.46	bite
471.66	472.2	bite
472.46	473.94	bite
474.26	474.74	bite
474.8	476.12	bite
476.34	476.82	chewbite
477.16	477.64	bite
477.98	479.46	bite
480.02	481.5	bite
482.02	482.5	chew
482.56	483.52	chewbite
483.58	484.1	chewbite
484.42	485.24	bite
485.46	486.36	bite
486.62	487.48	chewbite
487.52	488.2	bite
488.58	489.06	bite
489.34	490.22	bite
490.46	491.54	chewbite
491.6	492.1	chewbite
492.4	492.9	chewbite
492.98	493.46	bite
493.68	494.16	bite
494.36	495.48	bite
495.64	496.12	bite
496.64	498.12	chewbite
498.64	499.2	bite
499.4	499.94	bite
500.04	500.54	chewbite
500.82	502.3	chewbite
502.54	503.72	chewbite
503.74	504.22	bite
504.44	504.92	chewbite
505.12	505.6	bite
505.76	507.06	chewbite
507.08	507.56	bite
507.68	508.16	bite
508.38	509.6	bite
509.7	511.1	bite
511.36	511.84	bite
512.08	512.56	bite
512.72	513.2	bite
514.02	515.5	bite
516.16	516.64	bite
516.88	517.36	bite
517.66	518.16	bite
518.28	518.82	bite
518.86	519.34	bite
519.52	520.18	bite
520.3	520.84	bite
520.96	521.44	bite
521.66	522.14	bite
522.3	522.78	bite
523.0	523.48	chewbite
523.78	524.26	bite
524.48	524.96	bite
525.2	525.68	bite
525.96	526.44	bite
526.68	527.16	bite
527.4	528.16	bite
528.18	528.66	chewbite
528.88	529.36	chew
529.38	530.54	chewbite
530.8	531.42	chewbite
531.54	532.32	chewbite
532.34	532.82	bite
532.92	533.76	chewbite
533.94	535.22	bite
535.3	535.78	bite
536.02	536.62	bite
536.7	537.18	bite
537.46	537.96	chewbite
538.22	539.36	chewbite
539.6	540.22	bite
540.34	540.92	chewbite
541.1	541.92	chewbite
542.12	542.68	bite
542.8	543.46	bite
543.56	544.22	bite
544.44	544.96	bite
545.08	545.6	chewbite
545.86	546.34	bite
546.5	547.9	chewbite
548.0	549.44	bite
549.54	550.02	bite
550.36	550.9	chewbite
550.94	551.68	chewbite
551.76	552.58	chewbite
552.84	553.46	bite
553.58	554.06	bite
554.16	554.82	bite
554.98	555.46	bite
555.68	556.16	bite
556.32	557.48	chewbite
557.96	558.84	bite
558.94	560.16	bite
560.48	560.96	bite
561.12	561.74	bite
561.8	563.1	chewbite
564.1	565.58	bite
566.34	567.02	chewbite
567.04	567.56	chewbite
567.84	568.4	bite
568.54	569.02	bite
569.28	570.5	bite
570.64	571.12	bite
571.32	571.8	bite
572.12	572.6	bite
573.12	574.6	chewbite
575.08	576.26	bite
576.6	577.16	bite
577.18	577.66	bite
577.98	578.46	bite
578.78	579.26	bite
579.56	580.04	bite
580.3	581.28	bite
581.88	582.36	bite
582.62	583.22	bite
583.36	583.84	bite
584.14	584.62	bite
584.74	585.22	bite
585.34	585.82	bite
585.88	586.5	bite
586.58	587.22	bite
587.32	587.8	chewbite
587.9	588.7	chewbite
588.76	589.24	bite
589.42	590.7	bite
591.06	592.54	chewbite
592.78	593.34	chewbite
593.7	594.18	bite
594.44	594.96	bite
595.18	595.66	bite
595.92	596.4	chewbite
596.58	597.06	bite
597.36	597.84	bite
598.16	598.64	bite
598.9	599.38	bite
599.7	600.18	bite
